"","NA","f_other","NA","f_whl","NA","v_other","NA","v_dol","NA","g_whl","NA","milk","g_other","m_tot","oil","sfat","sodium","sofaas","energy"
"1",0,1.97719966731507,0,-0.89386760665297,0,0.559942939402608,0,1.53554547817335,0,0,0,2.65670882383613,-0.433623447831618,1.60829581904512,0.341206207321549,1.07998613854626,2.01894901503644,1.00727167512674,1.84677289334482
"2",0,0.592641885500101,0,1.37867305936509,0,-0.689262956124489,0,-2.36037311509968,0,0,0,-0.134617554108808,-1.82327473805552,-0.348376882787663,-0.0363529890414431,-0.38978811102763,-2.22721603576511,-2.01852559210652,-1.31107036060229
"3",0,0.543234582406013,0,0,0,3.28698029960714,0,2.07503666092162,0,-0.697861651154098,0,1.76287144433863,0.625111473937011,1.35809579043625,0.774603414159751,2.64485180505818,2.13981977648405,2.04871300881496,1.78139297222581
"4",0,-1.24202087068429,0,-0.177557928489467,0,1.75938761367847,0,0,0,-1.17425093678876,0,0.90964647645045,-0.972819967085255,-0.386445309241163,-0.759685860036734,-0.807843695159158,-1.87263510331298,-1.42690703499436,-0.685184953989383
"5",0,-2.58485529148964,0,-0.851505597742775,0,0.310085715948696,0,0,0,-1.44597884776622,0,-0.0754601502126007,-0.443281292419877,-1.40207611012214,-0.3430139624447,0.278779352176313,-0.680879470657913,-1.39104691645838,-2.08167199982427
"6",0,1.24030817291785,0,-2.12793578138264,0,-2.78883206155767,0,0,0,0.793624430177468,0,0.238205128815536,-1.26506692318687,1.58200416253398,0.701196963611566,0.400875739750845,-0.320639424612933,-0.111534999206237,0.600551428875041
"7",0,0.0252908504026765,0,-1.61546809909172,0,-0.810254009442406,0,0,0,1.91704440187192,0,0.356330108757735,1.61619647433942,-1.2278088971774,-0.0952303552142699,0.417204153230765,0.423760388106583,1.28438907918805,0.373913357167273
"8",0,0,0,0,0,-1.1804602785477,0,0,0,3.36487187577369,0,0.64251051037279,-0.665332459399946,-1.03932840206293,1.28868769544078,0.403353536879857,-0.790157415722192,-0.39567500679067,-0.347652442311936
"9",0,0.657983536853592,0,-2.34833594952284,0,1.95742690646476,0,2.07503666092162,0,-0.697861651154098,0,1.2462461207761,0.908950602085652,0.829836642345298,0.409694168319942,2.09323422613536,1.44325912150634,1.79998929377685,1.14222525193081
"10",0,0.116003791000056,0,0.171787627556327,0,-1.53201638420559,0,-0.387058438126735,0,0,0,1.33134396605365,0.66912479441638,-1.65814128635879,-3.14569649222749,-0.55103854374243,-1.62101548166763,-0.995921708799149,-0.255747027081241
"11",0,0,0,3.14464493038855,0,4.01733003903674,0,0.0224384166692447,0,2.87498516148822,0,1.08806244336132,1.38613775413952,3.11348027480817,1.61347940195877,3.87967910389463,3.50097137690876,2.86274318817381,3.65323795461514
"12",0,1.2934506415981,0,-0.519504515481917,0,0,0,0,0,0,0,0.0598838594606153,-0.307928155918558,-0.738803151923181,-0.165814959832777,-1.51817772606196,-3.32249444731673,-1.76717746584112,-0.473180587688507
"13",0,2.12235474994344,0,1.56646171520519,0,0.51356097228296,0,-1.6295820113316,0,0,0,-0.951499594523886,2.83489143356128,-2.00431724662408,-2.79142533250624,-0.534362903298631,0.137981446787437,0.226058086484453,1.49653710706689
"14",0,-1.72387417609103,0,0,0,-0.884588351400904,0,0,0,-0.374720303940125,0,-0.581405986878455,0.478711178958911,1.35826501426985,0.21399417291573,1.34933235193586,0.339832799972612,1.50414106885623,-0.444470147641508
"15",0,0.6429800703108,0,0.528464157085343,0,-0.444029765974924,0,0,0,-2.02307419871273,0,-2.6781603573922,-0.949412421886572,0.488418875009832,1.23095848435395,-0.216841348143398,-0.557252113089511,0.881471004931891,-0.347741121735018
"16",0,0,0,0,0,3.41372806625328,0,-1.0169746970027,0,-0.796082528890234,0,-1.16949584013644,1.47739224921917,1.85109620697194,-0.179222048356612,0.612969267743789,2.9142443238682,0.00610351809765755,1.63163661653124
"17",0,-0.0819644073400129,0,0,0,1.59025674115638,0,0,0,-0.607894092390644,0,-2.24242096530822,0.412064409168129,1.55005770586738,0.156791475069561,-0.917913412158585,0.335187943150092,-0.297322871803261,0.164938721387308
"18",0,-2.47824523240398,0,0.996217796232849,0,2.30146881394108,0,-0.829598052666069,0,0,0,1.93438910995975,-1.02597613633101,-0.163229895323923,1.11697485963883,-0.0927745357800402,-0.104413181595918,0.551914585530288,0.59306005690467
"19",0,0.252620568142121,0,-0.518508924011173,0,0.129320473540486,0,-1.22609651452145,0,0,0,1.21710856233177,0.581479788944532,-0.167437006942988,-0.128909893714044,1.34019481801941,-0.238914052538374,0.360915044782449,0.0623260159692697
"20",0,0,0,0,0,-0.12692142209675,0,0,0,0,0,0.719507838515559,-0.148438623441626,0.300205934952055,-1.91009028274187,1.74449424445114,-0.619323033730594,2.20761099390868,-1.5271433955228
"21",0,-1.39617416771784,0,0,0,0.233461137455532,0,0.196517612333948,0,0,0,-0.551237824049468,0.920443449516539,1.17581891198531,0.270944970820473,-1.38008531105667,-0.256198085643217,-0.454160863926554,-0.151066458730368
"22",0,-0.45517009795238,0,-2.0303102011778,0,-0.810254009442406,0,0,0,-1.36152261275261,0,-3.11507312615548,1.76317656136048,-0.788896441172463,-0.806271683469952,-0.724595733880533,0.566124392374164,0.745014726237855,-0.157594601360221
"23",0,0.134910674234114,0,0,0,0.417890193551725,0,-0.900992684391144,0,0,0,2.3487619027452,-1.31567834493106,-2.35175390654044,-1.2035671039245,-0.211135566468366,-1.17226999643843,-0.141663031902198,-1.25397189279439
"24",0,-0.88600027917128,0,0,0,-1.00309986601446,0,0,0,1.28656333828864,0,-1.67053469666544,-0.722567152782958,-0.0560670825895337,-0.962397995586031,-0.969489488509037,-0.327409438529332,0.75526905124823,-1.35660328660508
"25",0,2.57865528550285,0,0,0,-0.787362046240228,0,0,0,0,0,-0.17568997854468,0.827996455905864,-3.31034438007452,-2.42025557292805,0.116806888609534,-0.140556569759402,1.68784978773568,0.796846511612772
"26",0,-0.26918114730814,0,0.693010815888895,0,-2.65637393550327,0,0,0,0,0,1.27693604618854,0.227150199944359,-0.598428103280721,-1.58866035405995,-0.493884854411252,-1.24658587902222,0.61694510407458,-0.250333724103965
"27",0,0,0,2.73426971015021,0,0.879896559792188,0,3.59883995932679,0,-0.542398936471775,0,-1.09427514075102,-1.27106627966857,2.52533606868297,-0.107952249717486,1.0478363718316,1.08912490297789,2.09271966897008,0.739734242396853
"28",0,3.07717001416306,0,-2.28836917932129,0,2.70772409877489,0,2.52448953259114,0,0.531944664077376,0,-2.95247731827419,-1.41338760646269,3.08543136942838,-1.13439931207716,-1.79608209027904,1.15761349940166,-1.22638068751061,2.39553660312206
"29",0,-1.06423110376727,0,0,0,-0.667946456357661,0,0,0,-0.576926717492121,0,0.749737050189893,-0.590243936565108,-0.383269331886875,0.283129992030779,-0.925725322534579,-1.29809680926425,-0.0596822568527345,-0.801829304645099
"30",0,-2.623105348478,0,0,0,1.16337596102783,0,0,0,0,0,1.4862881011665,-1.31110299834534,-0.132205526757251,-0.869715690660789,1.05559771599547,0.109943846117589,-0.953295774368489,0.237719070779534
"31",0,0.924542374791171,0,1.42612604383354,0,1.86680852674096,0,0,0,1.01840100763005,0,-2.18535931187881,-0.63575076710108,0.166556252939706,1.08334357490064,-0.254694195547982,-1.05042649899049,0.123103050463485,0.969952805155412
"32",0,-1.25979651373503,0,-0.0665210971778311,0,-0.298374915994309,0,0,0,0,0,-0.334945484896622,-1.41370783123302,-0.559300579770664,-0.437063480432448,0.49251390061206,-1.94198898029379,-0.126707616490709,-2.56298567325613
"33",0,-1.85907386798548,0,-0.00984379818078639,0,0.573822462876584,0,-1.42123123160634,0,-1.37867137513938,0,0.208781370720992,1.93210100008548,2.42522750519579,2.24617982570772,2.23584753283822,1.89680910962442,0.47841972533739,2.28261941385364
"34",0,-2.76097684219836,0,0.277024168699381,0,-0.17780353237949,0,0,0,0.438793098720682,0,-1.78564738704612,-3.22889922452309,0.807477867591019,-1.86044151392198,-3.82993360238867,-4.72857141362472,-1.98375238260959,-1.62654720727088
"35",0,0,0,0,0,0.315536465998946,0,1.75304282893834,0,0,0,-2.18535931187881,4.01610975740932,2.92998335230548,3.14395122645841,2.61870154469624,1.99442748259618,3.00037605189806,3.21717097035333
"36",0,0,0,-1.54598947673103,0,0.0784794859406241,0,0,0,0,0,-0.517555493354968,0.191997335411057,-0.652083263131226,0.0158012867326117,-1.01166772466285,-1.28429230907643,-0.806192060031719,-1.13855357788235
"37",0,1.83781546767776,0,-2.63076448731685,0,-1.97987688960799,0,0,0,2.2047228014695,0,-1.75529223684539,-1.26506692318687,1.42045205338182,0.529848368723699,-0.699154707239463,-0.571603149658185,-1.68567050266194,0.777986720041391
"38",0,0,0,0,0,1.71520067696815,0,0,0,0,0,0.00287791971020609,-1.27375259836481,1.81495948688118,1.6785509301963,1.23024537699081,0.226987221819502,-0.671577117692376,-0.167567819938919
"39",0,-1.43702125587352,0,0,0,1.97332250089544,0,-2.33473644545543,0,0,0,-3.11935409102559,1.57463966828501,-0.0834961972302369,-1.89277334307689,0.41745110054458,2.59036572382364,0.42224235688013,0.976647018663831
